iter	RMSE
0	0.2066487836
1	0.188562232
2	0.1738845897
3	0.1605841314
4	0.148995734
5	0.1389644197
6	0.1297673569
7	0.1213189813
8	0.113803201
9	0.106160833
10	0.1000273737
11	0.09510428798
12	0.08934620693
13	0.08479346602
14	0.08374717968
15	0.07905471347
16	0.074402981
17	0.07068683911
18	0.06667481592
19	0.06434589811
20	0.06277033056
21	0.06035153081
22	0.05744786772
23	0.05656414753
24	0.05506852274
25	0.0530719867
26	0.05176798843
27	0.05010116669
28	0.04903347123
29	0.04784785049
30	0.04669343036
31	0.04570880434
32	0.04541132862
33	0.04487653214
34	0.04383178485
35	0.04255549152
36	0.04154470661
37	0.04074457631
38	0.04015569803
39	0.03937523254
40	0.03860303128
41	0.03821617384
42	0.0376647278
43	0.03702045096
44	0.03640038224
45	0.03578760435
46	0.03515955357
47	0.0347294305
48	0.03448806795
49	0.03394710883
50	0.03338832533
51	0.03307707144
52	0.03235159284
53	0.03195086652
54	0.03176806251
55	0.03148479407
56	0.03089674924
57	0.0305192247
58	0.03029943356
59	0.02992761004
60	0.02969293573
61	0.02935437
62	0.02909048272
63	0.02885397409
64	0.02856062912
65	0.02837654754
66	0.02824079774
67	0.0280817366
68	0.02782667463
69	0.02771860138
70	0.02747495186
71	0.02724173054
72	0.0270118667
73	0.02676015549
74	0.02664644786
75	0.02641446121
76	0.02617168086
77	0.02597884871
78	0.02584157974
79	0.02560403369
80	0.02541866185
81	0.02528479023
82	0.02502710175
83	0.02497051824
84	0.02477295882
85	0.02452632012
86	0.02422557703
87	0.02409155995
88	0.02385022611
89	0.02379891003
90	0.02359137411
91	0.02346003126
92	0.02339159425
93	0.02304990211
94	0.02298413618
95	0.02269274092
96	0.02252712543
97	0.02245364525
98	0.02230647012
99	0.02209668008
100	0.02192725158
101	0.0216997725
102	0.02147083075
103	0.02135508942
104	0.02119852683
105	0.02107523892
106	0.02102149744
107	0.02079087492
108	0.02063189309
109	0.02045470559
110	0.02033674319
111	0.02018840313
112	0.0200701264
113	0.01991893873
114	0.01980812772
115	0.01961281207
116	0.01950618029
117	0.01934333644
118	0.0192815292
119	0.01915247584
120	0.01903661784
121	0.01895545659
122	0.01879786261
123	0.01867928848
124	0.01850335719
125	0.01837916695
126	0.01826378711
127	0.01817711224
128	0.01804650156
129	0.01793238418
130	0.01783848598
131	0.01771893885
132	0.01760498029
133	0.017516054
134	0.0174317059
135	0.01735406256
136	0.0172771624
137	0.01718193611
138	0.01710075953
139	0.01701690681
140	0.01696276672
141	0.01687089921
142	0.01677811484
143	0.01667973775
144	0.01655325687
145	0.01644817643
146	0.01637665499
147	0.01630086775
148	0.01623180078
149	0.01613239351
150	0.01603835358
151	0.01596609584
152	0.01589112711
153	0.01577979664
154	0.01571075582
155	0.01567940021
156	0.0156041176
157	0.0155392149
158	0.01547057584
159	0.01542607645
160	0.01538687638
161	0.01529869106
162	0.01525945928
163	0.01518003595
164	0.01512568478
165	0.01507986428
166	0.01502186675
167	0.01495797126
168	0.01492409452
169	0.01487089838
170	0.01476436572
171	0.0146922036
172	0.0146436237
173	0.01457718428
174	0.01450410146
175	0.01446584925
176	0.01442742741
177	0.01435488211
178	0.01428883563
179	0.01425256232
180	0.01419329258
181	0.01412847135
182	0.01406400034
183	0.01401386535
184	0.0139493183
185	0.01385688341
186	0.01380998918
187	0.01377889222
188	0.0137218797
189	0.01367175684
190	0.01362156483
191	0.01356262321
192	0.01350741058
193	0.01344623975
194	0.0134077123
195	0.01335775848
196	0.01331420381
197	0.01326791566
198	0.01323224883
199	0.013181434
200	0.01313457214
201	0.0130698178
202	0.01300734191
203	0.01295396141
204	0.01286893486
205	0.01280307117
206	0.01276262413
207	0.01272224338
208	0.01267265785
209	0.01262977836
210	0.01259710993
211	0.01257086604
212	0.0125469451
213	0.01248492202
214	0.01245012551
215	0.01237846164
216	0.01233254926
217	0.01228617627
218	0.01222844519
219	0.01218576812
220	0.01212980277
221	0.01208732629
222	0.01204508993
223	0.0120127429
224	0.01195394618
225	0.01190006755
226	0.01185284826
227	0.01180523252
228	0.01177894147
229	0.01172896411
230	0.01169423226
231	0.01164951989
232	0.0116000463
233	0.01154541159
234	0.01150117868
235	0.01145310208
236	0.01141142483
237	0.01137604777
238	0.01133763949
239	0.011307371
240	0.01127361059
241	0.01123669529
242	0.0112045117
243	0.01117024136
244	0.01113880023
245	0.01110179674
246	0.01106385956
247	0.01103752639
248	0.01099522202
249	0.01095724047
250	0.01092885526
251	0.01090637194
252	0.0108633404
253	0.01083004213
254	0.01080638771
255	0.01077889931
256	0.01075638812
257	0.01073871099
258	0.01067859488
259	0.01064797538
260	0.01060558436
261	0.01058103471
262	0.01055697198
263	0.01053101964
264	0.01049786286
265	0.0104600561
266	0.01043656833
267	0.0104121037
268	0.01036712504
269	0.01034107372
270	0.0103121314
271	0.01029060608
272	0.010263878
273	0.01024346431
274	0.01020384006
275	0.01015461983
276	0.01013628176
277	0.01010966192
278	0.01009136108
279	0.01007149657
280	0.01004013046
281	0.01002321038
282	0.009993554572
283	0.009964987361
284	0.009942403048
285	0.009909184236
286	0.009889788539
287	0.009867252857
288	0.009841077189
289	0.00981940392
290	0.009802826809
291	0.009775713945
292	0.009749206219
293	0.009712465628
294	0.009692208694
295	0.009665520321
296	0.009654311747
297	0.009637650386
298	0.009617085322
299	0.009585727287
300	0.00955464963
301	0.009528055143
302	0.00949115977
303	0.009469315743
304	0.009444914247
305	0.00942657322
306	0.00941268124
307	0.009398265317
308	0.009374311089
309	0.009358955631
310	0.009318840777
311	0.009282119971
312	0.00925347449
313	0.009235990213
314	0.009217899267
315	0.009194844581
316	0.00916401971
317	0.009152895405
318	0.009138155407
319	0.009116207677
320	0.009091824498
321	0.009072327343
322	0.009048889802
323	0.009030399012
324	0.008999824016
325	0.008966898191
326	0.008957161297
327	0.008945944697
328	0.008909561181
329	0.008877797572
330	0.008842969609
331	0.008828837853
332	0.008814525883
333	0.008788340881
334	0.008774441551
335	0.008752610224
336	0.008744687093
337	0.008728506928
338	0.008704800097
339	0.008690967194
340	0.008672025869
341	0.008660090299
342	0.008643153952
343	0.008629314655
344	0.008612518031
345	0.008593036832
346	0.008576505626
347	0.008553053283
348	0.008536723507
349	0.008501280867
350	0.008476914981
351	0.008461035216
352	0.008442265097
353	0.008424221823
354	0.008409731922
355	0.00839076252
356	0.008374429989
357	0.008353742114
358	0.00833419879
359	0.00831999209
360	0.008308033235
361	0.008283646157
362	0.008257251119
363	0.008238794679
364	0.008223130842
365	0.008201430252
366	0.008179560705
367	0.008153559247
368	0.008142387993
369	0.008127178569
370	0.008103065536
371	0.008080588672
372	0.008064383703
373	0.008052540936
374	0.008038666028
375	0.008012616893
376	0.007992167108
377	0.007980327073
378	0.0079651056
379	0.007946462884
380	0.007928613798
381	0.007911738089
382	0.007895003746
383	0.007879214136
384	0.007860915789
385	0.007847250918
386	0.007833348224
387	0.007821075015
388	0.007801611827
389	0.007788678633
390	0.007772871021
391	0.007758782546
392	0.007741763174
393	0.00772829252
394	0.007699197326
395	0.007681960035
396	0.007666317068
397	0.007645792012
398	0.007631623038
399	0.007609507613
400	0.007597111785
401	0.007586485787
402	0.007574937465
403	0.007558146876
404	0.007543180878
405	0.007525923046
406	0.007514045364
407	0.007495475179
408	0.007479358625
409	0.007468395578
410	0.007459834891
411	0.007442949917
412	0.007427007511
413	0.007411107288
414	0.007397317685
415	0.007375762417
416	0.007367744257
417	0.00735234399
418	0.007339167467
419	0.007319594285
420	0.007305076664
421	0.007288925148
422	0.007279393523
423	0.007260131491
424	0.007242632859
425	0.007228679792
426	0.00721468493
427	0.007196444711
428	0.007161001834
429	0.007153476323
430	0.007145061691
431	0.007132659922
432	0.007121971248
433	0.007107427751
434	0.007083093165
435	0.007074242701
436	0.007063514634
437	0.007053794724
438	0.007040493212
439	0.00703339456
440	0.007016941343
441	0.007004160531
442	0.006990649452
443	0.006977420812
444	0.006968056278
445	0.006951079927
446	0.006941923625
447	0.006927520484
448	0.006911944325
449	0.006896181089
450	0.006889093033
451	0.006877621861
452	0.006870602114
453	0.006859765911
454	0.006847130823
455	0.006834328106
456	0.006823271016
457	0.006813413524
458	0.006800636195
459	0.00678907306
460	0.006777084807
461	0.006767166058
462	0.006754502334
463	0.006737926027
464	0.006729189366
465	0.00671841366
466	0.006704877287
467	0.006691357042
468	0.006683139826
469	0.006676198227
470	0.006656222585
471	0.006644072374
472	0.006637127854
473	0.006624236653
474	0.006609978789
475	0.006601630186
476	0.006587655685
477	0.006574694037
478	0.006567268205
479	0.006550247393
480	0.006541940695
481	0.006531955335
482	0.006522662138
483	0.006506073903
484	0.006491922801
485	0.006481418218
486	0.006476565521
487	0.006462294017
488	0.006451442489
489	0.006442255626
490	0.006430764618
491	0.006424964361
492	0.006416626529
493	0.006406527694
494	0.006400410565
495	0.006390972478
496	0.006379721433
497	0.006371026436
498	0.006364411926
499	0.006351901138
500	0.006345226455
501	0.006337008486
502	0.006326642084
503	0.006314460915
504	0.006305678192
505	0.006293847818
506	0.006282577464
507	0.006272299103
508	0.006261086118
509	0.006250183139
510	0.006235061105
511	0.006224179803
512	0.006214521831
513	0.006205365401
514	0.006189496078
515	0.006177206819
516	0.006170301161
517	0.006161098311
518	0.006151573334
519	0.00614642928
520	0.006136970237
521	0.006131601546
522	0.00612271817
523	0.00611335482
524	0.006102287991
525	0.006094295714
526	0.006087421191
527	0.006081909161
528	0.006074540089
529	0.006070184513
530	0.006057380661
531	0.006045226632
532	0.006036471828
533	0.00603051317
534	0.006022638559
535	0.006009959011
536	0.005996639326
537	0.005988359557
538	0.005972716144
539	0.005962490107
540	0.00595576866
541	0.005948110039
542	0.005943240559
543	0.005934094322
544	0.0059249529
545	0.005915823448
546	0.005908192387
547	0.005901707859
548	0.00589467459
549	0.005889972735
550	0.005881768044
551	0.005872693288
552	0.005863146334
553	0.005851992178
554	0.005844177454
555	0.00583731527
556	0.005829598989
557	0.005821187731
558	0.00581531996
559	0.005808533298
560	0.005801571771
561	0.005775877968
562	0.005766915861
563	0.005758874875
564	0.00574761093
565	0.005740337054
566	0.005730413108
567	0.005722206294
568	0.005715070423
569	0.005710415181
570	0.005704167972
571	0.005697055963
572	0.005690777599
573	0.005684366806
574	0.005679094151
575	0.005671248536
576	0.005664348333
577	0.005655606642
578	0.005646137772
579	0.005639801211
580	0.00563017456
581	0.005622907855
582	0.005612877319
583	0.00560715939
584	0.005598885663
585	0.005580124584
586	0.00557080913
587	0.005563648707
588	0.0055559108
589	0.005544116233
590	0.005534584444
591	0.005530401363
592	0.005523078863
593	0.005514404384
594	0.005506038735
595	0.005501297206
596	0.005493753024
597	0.005487334202
598	0.005480694213
599	0.005475212609
600	0.005472073971
601	0.005465959287
602	0.005459066356
603	0.005451020898
604	0.0054447304
605	0.005437937185
606	0.005423747836
607	0.005413426869
608	0.005408483465
609	0.005401969733
610	0.005396184917
611	0.005389294825
612	0.005383251812
613	0.005374409616
614	0.005370147291
615	0.00536591191
616	0.005357739047
617	0.005351237292
618	0.005345024661
619	0.005336988006
620	0.005331229047
621	0.005322062759
622	0.005312872608
623	0.005300813367
624	0.005291329051
625	0.005285240317
626	0.00527993532
627	0.005272448467
628	0.00525680429
629	0.00525067485
630	0.005242888838
631	0.005235914894
632	0.005227559904
633	0.005223256349
634	0.005212419214
635	0.005205658298
636	0.005200142602
637	0.005195168832
638	0.005188119841
639	0.005182924137
640	0.005179007341
641	0.005172697435
642	0.005167226489
643	0.005162141768
644	0.005155594195
645	0.005146333497
646	0.005141006288
647	0.005136844097
648	0.005132201332
649	0.005128080723
650	0.005115334607
651	0.005109036073
652	0.005089062165
653	0.005081266924
654	0.005078098488
655	0.005072891132
656	0.005066295126
657	0.005059634544
658	0.005053882313
659	0.005050359639
660	0.005044043403
661	0.005036667899
662	0.005029412719
663	0.005025786105
664	0.005016286233
665	0.005012093394
666	0.005008096219
667	0.005001247623
668	0.004996344167
669	0.004989204464
670	0.004985382709
671	0.004979483184
672	0.004975651908
673	0.004970401375
674	0.004960585726
675	0.004957196517
676	0.004951833874
677	0.004945201566
678	0.004940694851
679	0.004932316889
680	0.004929067332
681	0.004917252871
682	0.004912932808
683	0.004904281156
684	0.004899381143
685	0.004895934801
686	0.004888669742
687	0.004883022711
688	0.004877726037
689	0.004872962137
690	0.004870321631
691	0.004864503245
692	0.004857070302
693	0.004850567669
694	0.004845976598
695	0.004841118526
696	0.004835762443
697	0.004831559093
698	0.004827387711
699	0.00482184718
700	0.004814455181
701	0.004810552375
702	0.004807905065
703	0.004802794479
704	0.004797962377
705	0.004792806648
706	0.00478604222
707	0.004774353007
708	0.004768253398
709	0.00476347993
710	0.00475908537
711	0.004752777159
712	0.004747271649
713	0.004739842503
714	0.004734461642
715	0.004727265765
716	0.004722716275
717	0.004717895299
718	0.004708977878
719	0.004704580488
720	0.004701636833
721	0.004696914181
722	0.004688524943
723	0.004681802354
724	0.00467781204
725	0.004672492672
726	0.004666763295
727	0.004661779262
728	0.004658995198
729	0.004655476997
730	0.004651704921
731	0.004646727685
732	0.004641321083
733	0.004637327425
734	0.004632736707
735	0.004629349849
736	0.004624544603
737	0.004620490856
738	0.004615374136
739	0.004613210716
740	0.004606745931
741	0.004603997005
742	0.004600147831
743	0.004589376874
744	0.004586614654
745	0.004580900399
746	0.004576151124
747	0.004572525543
748	0.004568424993
749	0.004565146765
750	0.004560537128
751	0.004557419132
